,COU,Country,IND,Indicator,SEX,TIME,Time,Value
282,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,16.0
283,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,16.0
284,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,16.0
285,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,16.0
286,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,16.0
287,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,16.0
288,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,16.0
289,FRA,France,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,16.0
290,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
291,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
292,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,96.0
293,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,96.0
294,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,146.0
295,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,146.0
296,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,146.0
297,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,146.0
298,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,146.0
299,FRA,France,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,146.0
300,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,14.0
301,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,14.0
302,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,16.0
303,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,16.0
304,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,16.0
305,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,16.0
306,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,16.0
307,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,42.0
308,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,42.0
309,FRA,France,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,42.0
310,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
311,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
312,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
313,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
314,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
315,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
316,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.0
317,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,2.0
318,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,2.0
319,FRA,France,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,2.0
320,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,14.0
321,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,14.0
322,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,31.3
323,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,31.3
324,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,14.0
325,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,14.0
326,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,14.0
327,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,14.0
328,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,14.0
329,DEU,Germany,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,14.0
330,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
331,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
332,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,0.0
333,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,0.0
334,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,56.3
335,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,148.0
336,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,148.0
337,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,148.0
338,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,148.0
339,DEU,Germany,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,148.0
340,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,14.0
341,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,14.0
342,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,31.3
343,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,31.3
344,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,70.0
345,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,109.3
346,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,109.3
347,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,58.0
348,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,58.0
349,DEU,Germany,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,58.0
350,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
351,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
352,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
353,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
354,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
355,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
356,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.0
357,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,0.0
358,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,8.7
359,DEU,Germany,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,8.7
360,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,12.0
361,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,12.0
362,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,12.0
363,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,14.0
364,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,15.0
365,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,16.0
366,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,17.0
367,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,17.0
368,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,43.0
369,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,43.0
370,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
371,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
372,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,0.0
373,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,13.0
374,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,13.0
375,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,15.2
376,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,15.2
377,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,15.2
378,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,15.2
379,GRC,Greece,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,15.2
380,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,12.0
381,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,12.0
382,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,12.0
383,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,14.0
384,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,15.0
385,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,16.0
386,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,17.0
387,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,17.0
388,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,43.0
389,GRC,Greece,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,43.0
390,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
391,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
392,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
393,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
394,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
395,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
396,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.4
397,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,0.4
398,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,0.4
399,GRC,Greece,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,0.4
400,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,12.0
401,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,12.0
402,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,12.0
403,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,12.0
404,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,12.0
405,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,24.0
406,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,24.0
407,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,24.0
408,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,24.0
409,HUN,Hungary,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,24.0
410,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,150.0
411,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,150.0
412,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,150.0
413,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,150.0
414,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,150.0
415,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,136.0
416,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,136.0
417,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,136.0
418,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,136.0
419,HUN,Hungary,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,136.0
420,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,162.0
421,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,162.0
422,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,160.0
423,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,160.0
424,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,160.0
425,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,160.0
426,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,160.0
427,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
428,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
429,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
430,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
431,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
432,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
433,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.0
434,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,1.0
435,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,1.0
436,HUN,Hungary,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,1.0
437,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,0.0
438,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,13.0
439,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,13.0
440,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,8.7
441,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,8.7
442,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,8.7
443,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,8.7
444,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,13.0
445,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,13.0
446,ISL,Iceland,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,13.0
447,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
448,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
449,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,0.0
450,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,4.3
451,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,17.3
452,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,17.3
453,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,17.3
454,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,26.0
455,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,26.0
456,ISL,Iceland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,26.0
457,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,0.0
458,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,13.0
459,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,13.0
460,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,13.0
461,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,26.0
462,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,26.0
463,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,26.0
464,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,26.0
465,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,26.0
466,ISL,Iceland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,26.0
467,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
468,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
469,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
470,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
471,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
472,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
473,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,2.0
474,ISL,Iceland,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,13.0
